Timestamp_sec,Throttle,Brake,Steer,AccX,AccY,AccZ,Distance_km,TrafficSignal
0.000,0.0,0.0,1.60,-0.380,0.210,-9.530,0.00000,0
0.010,0.0,0.0,1.60,-0.380,0.210,-9.530,0.00000,0
0.020,0.0,0.0,1.60,-0.380,0.210,-9.530,0.00000,0
0.030,0.0,0.0,1.60,-0.380,0.210,-9.530,0.00000,0
0.041,0.0,0.0,1.60,-0.380,0.210,-9.530,0.00000,0
0.051,0.0,0.0,1.60,-0.340,0.060,-9.810,0.00000,0
0.061,0.0,0.0,1.60,-0.340,0.060,-9.810,0.00000,0
0.071,0.0,0.0,1.60,-0.340,0.060,-9.810,0.00000,0
0.081,0.0,0.0,1.60,-0.340,0.060,-9.810,0.00000,0
0.092,0.0,0.0,1.60,-0.340,0.060,-9.810,0.00000,0
0.102,0.0,0.0,1.60,-0.360,0.200,-9.330,0.00000,0
0.112,0.0,0.0,1.60,-0.360,0.200,-9.330,0.00000,0
0.122,0.0,0.0,1.60,-0.360,0.200,-9.330,0.00000,0
0.132,0.0,0.0,1.60,-0.360,0.200,-9.330,0.00000,0
0.142,0.0,0.0,1.60,-0.360,0.200,-9.330,0.00000,0
0.153,0.0,0.0,1.60,-0.330,0.190,-9.520,0.00000,0
0.163,0.0,0.0,1.60,-0.330,0.190,-9.520,0.00000,0
0.173,0.0,0.0,1.60,-0.330,0.190,-9.520,0.00000,0
0.183,0.0,0.0,1.60,-0.330,0.190,-9.520,0.00000,0
0.193,0.0,0.0,1.60,-0.330,0.190,-9.520,0.00000,0
0.203,0.0,0.0,1.60,-0.380,0.110,-9.450,0.00000,0
0.213,0.0,0.0,1.60,-0.380,0.110,-9.450,0.00000,0
0.224,0.0,0.0,1.60,-0.380,0.110,-9.450,0.00000,0
0.234,0.0,0.0,1.60,-0.380,0.110,-9.450,0.00000,0
0.244,0.0,0.0,1.60,-0.380,0.110,-9.450,0.00000,0
0.254,0.0,0.0,1.60,-0.410,0.200,-9.450,0.00000,0
0.264,0.0,0.0,1.60,-0.410,0.200,-9.450,0.00000,0
0.274,0.0,0.0,1.60,-0.410,0.200,-9.450,0.00000,0
0.284,0.0,0.0,1.60,-0.410,0.200,-9.450,0.00000,0
0.295,0.0,0.0,1.60,-0.410,0.200,-9.450,0.00000,0
0.305,0.0,0.0,1.60,-0.360,0.090,-9.520,0.00000,0
0.315,0.0,0.0,1.60,-0.360,0.090,-9.520,0.00000,0
0.325,0.0,0.0,1.60,-0.360,0.090,-9.520,0.00000,0
0.335,0.0,0.0,1.60,-0.360,0.090,-9.520,0.00000,0
0.345,0.0,0.0,1.60,-0.360,0.090,-9.520,0.00000,0
0.356,0.0,0.0,1.60,-0.330,0.190,-9.460,0.00000,0
0.366,0.0,0.0,1.60,-0.330,0.190,-9.460,0.00000,0
0.376,0.0,0.0,1.60,-0.330,0.190,-9.460,0.00000,0
0.386,0.0,0.0,1.60,-0.330,0.190,-9.460,0.00000,0
0.396,0.0,0.0,1.60,-0.330,0.190,-9.460,0.00000,0
0.407,0.0,0.0,1.60,-0.420,0.090,-9.500,0.00000,0
0.417,0.0,0.0,1.60,-0.420,0.090,-9.500,0.00000,0
0.427,0.0,0.0,1.60,-0.420,0.090,-9.500,0.00000,0
0.437,0.0,0.0,1.60,-0.420,0.090,-9.500,0.00000,0
0.447,0.0,0.0,1.60,-0.420,0.090,-9.500,0.00000,0
0.457,0.0,0.0,1.60,-0.380,0.160,-9.500,0.00000,0
0.468,0.0,0.0,1.60,-0.380,0.160,-9.500,0.00000,0
0.478,0.0,0.0,1.60,-0.380,0.160,-9.500,0.00000,0
0.488,0.0,0.0,1.60,-0.380,0.160,-9.500,0.00000,0
0.498,0.0,0.0,1.60,-0.380,0.160,-9.500,0.00000,0
0.508,0.0,0.0,1.60,-0.400,0.130,-9.450,0.00000,0
0.518,0.0,0.0,1.60,-0.400,0.130,-9.450,0.00000,0
0.528,0.0,0.0,1.60,-0.400,0.130,-9.450,0.00000,0
0.539,0.0,0.0,1.60,-0.400,0.130,-9.450,0.00000,0
0.549,0.0,0.0,1.60,-0.400,0.130,-9.450,0.00000,0
0.559,0.0,0.0,1.60,-0.380,0.180,-9.480,0.00000,0
0.569,0.0,0.0,1.60,-0.380,0.180,-9.480,0.00000,0
0.579,0.0,0.0,1.60,-0.380,0.180,-9.480,0.00000,0
0.589,0.0,0.0,1.60,-0.380,0.180,-9.480,0.00000,0
0.600,0.0,0.0,1.60,-0.380,0.180,-9.480,0.00000,0
0.610,0.0,0.0,1.60,-0.410,0.100,-9.470,0.00000,0
0.620,0.0,0.0,1.60,-0.410,0.100,-9.470,0.00000,0
0.630,0.0,0.0,1.60,-0.410,0.100,-9.470,0.00000,0
0.640,0.0,0.0,1.60,-0.410,0.100,-9.470,0.00000,0
0.650,0.0,0.0,1.60,-0.410,0.100,-9.470,0.00000,0
0.661,0.0,0.0,1.60,-0.340,0.150,-9.500,0.00000,0
0.671,0.0,0.0,1.60,-0.340,0.150,-9.500,0.00000,0
0.681,0.0,0.0,1.60,-0.340,0.150,-9.500,0.00000,0
0.691,0.0,0.0,1.60,-0.340,0.150,-9.500,0.00000,0
0.701,0.0,0.0,1.60,-0.340,0.150,-9.500,0.00000,0
0.711,0.0,0.0,1.60,-0.380,0.150,-9.500,0.00000,0
0.722,0.0,0.0,1.60,-0.380,0.150,-9.500,0.00000,0
0.732,0.0,0.0,1.60,-0.380,0.150,-9.500,0.00000,0
0.742,0.0,0.0,1.60,-0.380,0.150,-9.500,0.00000,0
0.752,0.0,0.0,1.60,-0.380,0.150,-9.500,0.00000,0
0.762,0.0,0.0,1.60,-0.390,0.210,-9.410,0.00000,0
0.773,0.0,0.0,1.60,-0.390,0.210,-9.410,0.00000,0
0.783,0.0,0.0,1.60,-0.390,0.210,-9.410,0.00000,0
0.793,0.0,0.0,1.60,-0.390,0.210,-9.410,0.00000,0
0.803,0.0,0.0,1.60,-0.370,0.150,-9.450,0.00000,0
0.813,0.0,0.0,1.60,-0.370,0.150,-9.450,0.00000,0
0.824,0.0,0.0,1.60,-0.370,0.150,-9.450,0.00000,0
0.834,0.0,0.0,1.60,-0.370,0.150,-9.450,0.00000,0
0.844,0.0,0.0,1.60,-0.370,0.150,-9.450,0.00000,0
