Timestamp_sec,Throttle,Brake,Steer,AccX,AccY,AccZ,Distance_km,TrafficSignal
0.000,0.0,0.0,0.00,0.280,-0.270,-9.400,0.00000,0
0.010,0.0,0.0,0.00,0.330,-0.300,-9.450,0.00000,0
0.020,0.0,0.0,0.00,0.310,-0.310,-9.370,0.00000,0
0.030,0.0,0.0,0.00,0.330,-0.300,-9.420,0.00000,0
0.041,0.0,0.0,0.00,0.350,-0.310,-9.380,0.00000,0
0.051,0.0,0.0,0.00,0.330,-0.270,-9.400,0.00000,0
0.061,0.0,0.0,0.00,0.280,-0.300,-9.440,0.00000,0
0.071,0.0,0.0,0.00,0.310,-0.260,-9.410,0.00000,0
0.081,0.0,0.0,0.00,0.300,-0.310,-9.410,0.00000,0
0.094,0.0,0.0,0.00,0.290,-0.290,-9.400,0.00000,0
0.107,0.0,0.0,0.00,0.340,-0.310,-9.440,0.00000,0
0.117,0.0,0.0,0.00,0.340,-0.310,-9.390,0.00000,0
0.127,0.0,0.0,0.00,0.330,-0.310,-9.290,0.00000,0
0.137,0.0,0.0,0.00,0.330,-0.280,-9.320,0.00000,0
0.147,0.0,0.0,0.00,0.320,-0.290,-9.430,0.00000,0
0.158,0.0,0.0,0.00,0.310,-0.280,-9.450,0.00000,0
0.168,0.0,0.0,0.00,0.300,-0.300,-9.430,0.00000,0
0.178,0.0,0.0,0.00,0.300,-0.320,-9.400,0.00000,0
0.188,0.0,0.0,0.00,0.310,-0.280,-9.400,0.00000,0
0.198,0.0,0.0,0.00,0.290,-0.280,-9.380,0.00000,0
0.208,0.0,0.0,0.00,0.340,-0.320,-9.480,0.00000,0
0.219,0.0,0.0,0.00,0.330,-0.300,-9.360,0.00000,0
0.229,0.0,0.0,0.00,0.330,-0.300,-9.360,0.00000,0
0.239,0.0,0.0,0.00,0.310,-0.300,-9.440,0.00000,0
0.249,0.0,0.0,0.00,0.330,-0.300,-9.460,0.00000,0
0.259,0.0,0.2,0.04,0.330,-0.270,-9.410,0.00000,0
0.269,0.0,0.2,0.04,0.350,-0.270,-9.440,0.00000,0
0.279,0.0,0.0,0.00,0.360,-0.320,-9.420,0.00000,0
0.290,0.0,0.0,0.00,0.320,-0.310,-9.390,0.00000,0
0.300,0.0,0.0,0.00,0.330,-0.240,-9.370,0.00000,0
0.310,0.0,0.0,0.00,0.280,-0.330,-9.400,0.00000,0
0.320,0.0,0.0,0.00,0.300,-0.320,-9.390,0.00000,0
