Timestamp_sec,Throttle,Brake,Steer,AccX,AccY,AccZ,Distance_km,TrafficSignal
0.000,0.0,0.0,0.00,0.310,-0.320,-9.400,0.00000,0
0.011,0.0,0.0,0.00,0.310,-0.320,-9.400,0.00000,0
0.021,0.0,0.0,0.00,0.300,-0.320,-9.360,0.00000,0
0.032,0.0,0.0,0.00,0.320,-0.320,-9.380,0.00000,0
0.045,0.0,0.0,0.00,0.300,-0.300,-9.410,0.00000,0
0.055,0.0,0.0,0.00,0.310,-0.280,-9.380,0.00000,0
0.073,0.0,0.0,0.00,0.310,-0.280,-9.380,0.00000,0
0.083,0.0,0.0,0.00,0.290,-0.300,-9.400,0.00000,0
0.093,0.0,0.0,0.00,0.300,-0.310,-9.350,0.00000,0
0.105,0.0,0.0,0.00,0.300,-0.270,-9.400,0.00000,0
0.121,0.0,0.0,0.00,0.310,-0.290,-9.380,0.00000,0
0.132,0.0,0.0,0.00,0.280,-0.270,-9.390,0.00000,0
0.142,0.0,0.0,0.00,0.280,-0.320,-9.390,0.00000,0
0.152,0.0,0.0,0.00,0.300,-0.280,-9.410,0.00000,0
0.164,0.0,0.0,0.00,0.280,-0.300,-9.440,0.00000,0
0.174,0.0,0.0,0.00,0.340,-0.280,-9.390,0.00000,0
0.185,0.0,0.0,0.00,0.260,-0.320,-9.360,0.00000,0
0.195,0.0,0.0,0.00,0.260,-0.300,-9.510,0.00000,0
0.206,0.0,0.2,0.04,0.260,-0.310,-9.390,0.00000,0
0.216,0.0,0.2,0.04,0.260,-0.310,-9.390,0.00000,0
0.226,0.0,0.0,0.00,0.280,-0.300,-9.450,0.00000,0
0.236,0.0,0.0,0.00,0.310,-0.300,-9.430,0.00000,0
0.247,0.0,0.0,0.00,0.270,-0.320,-9.410,0.00000,0
0.257,0.0,0.0,0.00,0.270,-0.290,-9.450,0.00000,0
0.267,0.0,0.0,0.00,0.300,-0.370,-9.440,0.00000,0
0.281,0.0,0.0,0.00,0.330,-0.270,-9.380,0.00000,0
0.291,0.0,0.0,0.00,0.300,-0.330,-9.400,0.00000,0
0.302,0.0,0.0,0.00,0.290,-0.310,-9.460,0.00000,0
0.313,0.0,0.0,0.00,0.290,-0.310,-9.460,0.00000,0
0.323,0.0,0.0,0.00,0.290,-0.300,-9.410,0.00000,0
0.334,0.0,0.0,0.00,0.280,-0.300,-9.380,0.00000,0
0.344,0.0,0.0,0.00,0.280,-0.370,-9.430,0.00000,0
0.354,0.0,0.0,0.00,0.310,-0.300,-9.390,0.00000,0
0.365,0.0,0.0,0.00,0.300,-0.320,-9.450,0.00000,0
0.375,0.0,0.0,0.00,0.250,-0.320,-9.390,0.00000,0
0.385,0.0,0.0,0.00,0.320,-0.270,-9.380,0.00000,0
0.396,0.0,0.0,0.00,0.300,-0.320,-9.450,0.00000,0
0.406,0.0,0.0,0.00,0.290,-0.320,-9.430,0.00000,0
0.416,0.0,0.0,0.00,0.290,-0.320,-9.450,0.00000,0
0.427,0.0,0.0,0.00,0.290,-0.330,-9.370,0.00000,0
0.437,0.0,0.0,0.00,0.300,-0.350,-9.400,0.00000,0
0.447,0.0,0.0,0.00,0.320,-0.270,-9.400,0.00000,0
0.458,0.0,0.0,0.00,0.280,-0.310,-9.390,0.00000,0
0.469,0.0,0.0,0.00,0.280,-0.310,-9.440,0.00000,0
0.479,0.0,0.0,0.00,0.290,-0.280,-9.350,0.00000,0
0.490,0.0,0.0,0.00,0.310,-0.290,-9.390,0.00000,0
0.500,0.0,0.0,0.00,0.290,-0.280,-9.380,0.00000,0
0.510,0.0,0.0,0.00,0.320,-0.360,-9.420,0.00000,0
0.520,0.0,0.0,0.00,0.300,-0.310,-9.420,0.00000,0
0.532,0.0,0.0,0.00,0.260,-0.290,-9.400,0.00000,0
0.542,0.0,0.0,0.00,0.250,-0.330,-9.350,0.00000,0
0.552,0.0,0.0,0.00,0.280,-0.320,-9.440,0.00000,0
0.563,0.0,0.0,0.00,0.330,-0.290,-9.430,0.00000,0
0.573,0.0,0.0,0.00,0.280,-0.320,-9.460,0.00000,0
0.583,0.0,0.0,0.00,0.290,-0.300,-9.400,0.00000,0
0.593,0.0,0.0,0.00,0.290,-0.340,-9.360,0.00000,0
0.604,0.0,0.0,0.00,0.290,-0.310,-9.400,0.00000,0
0.617,0.0,0.0,0.00,0.320,-0.290,-9.430,0.00000,0
0.629,0.0,0.0,0.00,0.250,-0.310,-9.440,0.00000,0
0.639,0.0,0.0,0.00,0.320,-0.330,-9.460,0.00000,0
0.650,0.0,0.0,0.00,0.320,-0.330,-9.460,0.00000,0
0.660,0.0,0.0,0.00,0.300,-0.290,-9.420,0.00000,0
0.670,0.0,0.0,0.00,0.270,-0.310,-9.430,0.00000,0
0.680,0.0,0.0,0.00,0.280,-0.340,-9.410,0.00000,0
0.692,0.0,0.0,0.00,0.330,-0.300,-9.350,0.00000,0
0.703,0.0,0.0,0.00,0.300,-0.360,-9.420,0.00000,0
0.714,0.0,0.0,0.00,0.340,-0.320,-9.390,0.00000,0
0.724,0.0,0.0,0.00,0.290,-0.290,-9.410,0.00000,0
0.735,0.0,0.0,0.00,0.280,-0.300,-9.360,0.00000,0
0.746,0.0,0.0,0.00,0.320,-0.370,-9.430,0.00000,0
0.756,0.0,0.0,0.00,0.320,-0.370,-9.410,0.00000,0
0.770,0.0,0.0,0.00,0.260,-0.310,-9.370,0.00000,0
0.780,0.0,0.0,0.00,0.270,-0.260,-9.330,0.00000,0
0.790,0.0,0.2,0.04,0.270,-0.270,-9.420,0.00000,0
0.801,0.0,0.2,0.04,0.320,-0.290,-9.420,0.00000,0
0.812,0.0,0.0,0.00,0.290,-0.320,-9.480,0.00000,0
0.822,0.0,0.0,0.00,0.310,-0.330,-9.390,0.00000,0
0.834,0.0,0.0,0.00,0.300,-0.340,-9.410,0.00000,0
0.844,0.0,0.0,0.00,0.320,-0.310,-9.400,0.00000,0
0.855,0.0,0.0,0.00,0.290,-0.270,-9.430,0.00000,0
0.868,0.0,0.0,0.00,0.280,-0.300,-9.420,0.00000,0
0.881,0.0,0.0,0.00,0.340,-0.330,-9.390,0.00000,0
0.892,0.0,0.0,0.00,0.280,-0.280,-9.430,0.00000,0
0.903,0.0,0.0,0.00,0.280,-0.280,-9.400,0.00000,0
0.913,0.0,0.0,0.00,0.270,-0.310,-9.350,0.00000,0
0.924,0.0,0.0,0.00,0.280,-0.320,-9.420,0.00000,0
0.937,0.0,0.0,0.00,0.270,-0.290,-9.380,0.00000,0
0.947,0.0,0.0,0.00,0.310,-0.290,-9.400,0.00000,0
0.958,0.0,0.2,0.04,0.300,-0.310,-9.360,0.00000,0
0.968,0.0,0.2,0.04,0.310,-0.290,-9.440,0.00000,0
0.978,0.0,0.0,0.00,0.310,-0.280,-9.380,0.00000,0
0.989,0.0,0.0,0.00,0.300,-0.340,-9.450,0.00000,0
1.001,0.0,0.0,0.00,0.260,-0.340,-9.400,0.00000,0
1.011,0.0,0.0,0.00,0.290,-0.330,-9.450,0.00000,0
1.030,0.0,0.0,0.00,0.320,-0.280,-9.400,0.00000,0
1.040,0.0,0.0,0.00,0.320,-0.280,-9.470,0.00000,0
1.051,0.0,0.0,0.00,0.280,-0.270,-9.450,0.00000,0
1.061,0.0,0.0,0.00,0.320,-0.340,-9.440,0.00000,0
1.071,0.0,0.0,0.00,0.270,-0.320,-9.400,0.00000,0
1.082,0.0,0.0,0.00,0.280,-0.290,-9.400,0.00000,0
1.092,0.0,0.0,0.00,0.290,-0.310,-9.430,0.00000,0
1.103,0.0,0.0,0.00,0.330,-0.300,-9.420,0.00000,0
1.113,0.0,0.0,0.00,0.300,-0.340,-9.370,0.00000,0
1.126,0.0,0.0,0.00,0.320,-0.330,-9.390,0.00000,0
1.136,0.0,0.0,0.00,0.310,-0.320,-9.440,0.00000,0
1.149,0.0,0.0,0.00,0.320,-0.380,-9.400,0.00000,0
1.159,0.0,0.0,0.00,0.300,-0.340,-9.350,0.00000,0
1.169,0.0,0.0,0.00,0.290,-0.340,-9.380,0.00000,0
1.180,0.0,0.0,0.00,0.290,-0.340,-9.470,0.00000,0
1.191,0.0,0.0,0.00,0.270,-0.330,-9.380,0.00000,0
1.201,0.0,0.0,0.00,0.290,-0.320,-9.400,0.00000,0
1.211,0.0,0.0,0.00,0.290,-0.330,-9.360,0.00000,0
1.221,0.0,0.0,0.00,0.310,-0.340,-9.440,0.00000,0
1.232,0.0,0.0,0.00,0.270,-0.330,-9.440,0.00000,0
1.242,0.0,0.0,0.00,0.260,-0.330,-9.450,0.00000,0
1.257,0.0,0.0,0.00,0.300,-0.320,-9.390,0.00000,0
1.267,0.0,0.0,0.00,0.290,-0.290,-9.380,0.00000,0
1.277,0.0,0.0,0.00,0.270,-0.320,-9.360,0.00000,0
1.288,0.0,0.0,0.00,0.310,-0.330,-9.400,0.00000,0
1.298,0.0,0.0,0.00,0.270,-0.300,-9.400,0.00000,0
1.308,0.0,0.0,0.00,0.300,-0.320,-9.400,0.00000,0
1.319,0.0,0.0,0.00,0.290,-0.330,-9.450,0.00000,0
1.329,0.0,0.0,0.00,0.280,-0.330,-9.470,0.00000,0
1.339,0.0,0.0,0.00,0.250,-0.350,-9.410,0.00000,0
1.350,0.0,0.0,0.00,0.280,-0.290,-9.410,0.00000,0
1.360,0.0,0.0,0.00,0.300,-0.320,-9.350,0.00000,0
1.370,0.0,0.0,0.00,0.310,-0.320,-9.440,0.00000,0
1.380,0.0,0.0,0.00,0.280,-0.310,-9.440,0.00000,0
1.391,0.0,0.0,0.00,0.290,-0.320,-9.350,0.00000,0
1.401,0.0,0.0,0.00,0.310,-0.320,-9.390,0.00000,0
1.412,0.0,0.0,0.00,0.250,-0.300,-9.400,0.00000,0
1.422,0.0,0.0,0.00,0.300,-0.310,-9.400,0.00000,0
1.433,0.0,0.0,0.00,0.280,-0.330,-9.520,0.00000,0
1.445,0.0,0.0,0.00,0.270,-0.280,-9.350,0.00000,0
1.456,0.0,0.0,0.00,0.290,-0.310,-9.400,0.00000,0
1.467,0.0,0.0,0.00,0.310,-0.330,-9.390,0.00000,0
1.477,0.0,0.0,0.00,0.270,-0.280,-9.390,0.00000,0
1.487,0.0,0.0,0.00,0.290,-0.330,-9.360,0.00000,0
1.498,0.0,0.0,0.00,0.290,-0.310,-9.410,0.00000,0
1.508,0.0,0.0,0.00,0.300,-0.320,-9.450,0.00000,0
1.518,0.0,0.0,0.00,0.290,-0.310,-9.450,0.00000,0
1.529,0.0,0.0,0.00,0.270,-0.290,-9.410,0.00000,0
1.540,0.0,0.2,0.04,0.270,-0.300,-9.420,0.00000,0
1.550,0.0,0.2,0.04,0.300,-0.280,-9.490,0.00000,0
1.561,0.0,0.0,0.00,0.300,-0.300,-9.420,0.00000,0
1.573,0.0,0.0,0.00,0.280,-0.340,-9.460,0.00000,0
1.583,0.0,0.0,0.00,0.260,-0.310,-9.410,0.00000,0
1.593,0.0,0.0,0.00,0.280,-0.310,-9.370,0.00000,0
1.604,0.0,0.0,0.00,0.280,-0.310,-9.460,0.00000,0
1.614,0.0,0.0,0.00,0.290,-0.270,-9.460,0.00000,0
1.625,0.0,0.0,0.00,0.310,-0.320,-9.450,0.00000,0
1.635,0.0,0.0,0.00,0.280,-0.350,-9.410,0.00000,0
1.646,0.0,0.0,0.00,0.330,-0.300,-9.380,0.00000,0
1.657,0.0,0.0,0.00,0.270,-0.320,-9.410,0.00000,0
1.669,0.0,0.0,0.00,0.270,-0.300,-9.350,0.00000,0
1.679,0.0,0.0,0.00,0.280,-0.280,-9.420,0.00000,0
1.689,0.0,0.0,0.00,0.280,-0.280,-9.430,0.00000,0
1.700,0.0,0.0,0.00,0.330,-0.300,-9.370,0.00000,0
1.711,0.0,0.0,0.00,0.290,-0.320,-9.380,0.00000,0
1.725,0.0,0.0,0.04,0.290,-0.270,-9.430,0.00000,0
1.736,0.0,0.0,0.04,0.310,-0.330,-9.400,0.00000,0
1.746,0.0,0.0,0.00,0.270,-0.340,-9.420,0.00000,0
1.757,0.0,0.0,0.00,0.290,-0.310,-9.440,0.00000,0
1.768,0.0,0.0,0.00,0.330,-0.320,-9.380,0.00000,0
1.778,0.0,0.0,0.00,0.240,-0.290,-9.380,0.00000,0
1.788,0.0,0.0,0.00,0.250,-0.320,-9.460,0.00000,0
1.799,0.0,0.0,0.00,0.280,-0.330,-9.370,0.00000,0
1.809,0.0,0.0,0.00,0.300,-0.330,-9.430,0.00000,0
1.819,0.0,0.0,0.00,0.310,-0.310,-9.410,0.00000,0
1.833,0.0,0.0,0.00,0.280,-0.310,-9.410,0.00000,0
1.845,0.0,0.0,0.00,0.250,-0.320,-9.480,0.00000,0
1.855,0.0,0.0,0.00,0.300,-0.300,-9.420,0.00000,0
1.865,0.0,0.0,0.00,0.310,-0.280,-9.460,0.00000,0
1.875,0.0,0.0,0.00,0.300,-0.290,-9.400,0.00000,0
1.887,0.0,0.0,0.00,0.270,-0.280,-9.440,0.00000,0
1.897,0.0,0.0,0.00,0.320,-0.300,-9.430,0.00000,0
1.908,0.0,0.0,0.00,0.320,-0.300,-9.430,0.00000,0
1.919,0.0,0.0,0.00,0.290,-0.340,-9.400,0.00000,0
1.929,0.0,0.0,0.00,0.250,-0.350,-9.390,0.00000,0
1.941,0.0,0.0,0.00,0.290,-0.320,-9.390,0.00000,0
1.951,0.0,0.0,0.00,0.310,-0.280,-9.380,0.00000,0
1.961,0.0,0.0,0.00,0.280,-0.340,-9.390,0.00000,0
1.971,0.0,0.0,0.00,0.280,-0.320,-9.430,0.00000,0
1.983,0.0,0.0,0.00,0.270,-0.310,-9.400,0.00000,0
1.994,0.0,0.0,0.00,0.270,-0.300,-9.350,0.00000,0
2.004,0.0,0.0,0.00,0.270,-0.310,-9.400,0.00000,0
2.014,0.0,0.0,0.00,0.310,-0.310,-9.410,0.00000,0
2.024,0.0,0.0,0.00,0.290,-0.310,-9.420,0.00000,0
2.035,0.0,0.0,0.00,0.280,-0.300,-9.380,0.00000,0
2.049,0.0,0.0,0.00,0.280,-0.300,-9.380,0.00000,0
2.059,0.0,0.0,0.00,0.310,-0.340,-9.360,0.00000,0
2.070,0.0,0.0,0.00,0.290,-0.300,-9.390,0.00000,0
2.080,0.0,0.0,0.00,0.310,-0.340,-9.430,0.00000,0
2.090,0.0,0.0,0.00,0.230,-0.320,-9.400,0.00000,0
2.100,0.0,0.0,0.00,0.260,-0.340,-9.390,0.00000,0
2.111,0.0,0.0,0.00,0.260,-0.340,-9.390,0.00000,0
2.121,0.0,0.0,0.00,0.280,-0.340,-9.360,0.00000,0
2.132,0.0,0.0,0.00,0.290,-0.320,-9.400,0.00000,0
