Timestamp_sec,Throttle,Brake,Steer,AccX,AccY,AccZ,Distance_km,TrafficSignal
0.000,0.0,0.0,0.00,0.290,-0.300,-9.400,0.00000,0
0.010,0.0,0.0,0.00,0.300,-0.290,-9.430,0.00000,0
0.020,0.0,0.0,0.00,0.330,-0.290,-9.410,0.00000,0
0.031,0.0,0.0,0.00,0.290,-0.270,-9.430,0.00000,0
0.041,0.0,0.0,0.00,0.300,-0.280,-9.380,0.00000,0
0.051,0.0,0.0,0.00,0.370,-0.320,-9.330,0.00000,0
0.061,0.0,0.0,0.00,0.410,-0.280,-9.420,0.00000,0
0.072,0.0,0.0,0.00,0.400,-0.270,-9.450,0.00000,0
0.082,0.0,0.0,0.00,0.360,-0.240,-9.440,0.00000,0
0.092,0.0,0.0,0.00,0.350,-0.270,-9.370,0.00000,0
0.102,0.0,0.0,0.00,0.360,-0.280,-9.380,0.00000,0
0.112,0.0,0.0,0.00,0.340,-0.340,-9.420,0.00000,0
0.123,0.0,0.0,0.00,0.280,-0.300,-9.420,0.00000,0
0.133,0.0,0.0,0.00,0.250,-0.330,-9.380,0.00000,0
0.144,0.0,0.0,0.00,0.200,-0.220,-9.390,0.00000,0
0.154,0.0,0.0,0.00,0.230,-0.290,-9.410,0.00000,0
0.164,0.0,0.0,0.00,0.260,-0.270,-9.410,0.00000,0
0.175,0.0,0.0,0.00,0.300,-0.260,-9.400,0.00000,0
0.185,0.0,0.0,0.00,0.360,-0.270,-9.420,0.00000,0
0.195,0.0,0.0,0.00,0.390,-0.310,-9.440,0.00000,0
0.206,0.0,0.0,0.00,0.400,-0.330,-9.400,0.00000,0
0.216,0.0,0.0,0.00,0.420,-0.280,-9.420,0.00000,0
0.226,0.0,0.0,0.00,0.370,-0.320,-9.390,0.00000,0
0.237,0.0,0.0,0.00,0.350,-0.300,-9.400,0.00000,0
0.247,0.0,0.0,0.00,0.290,-0.280,-9.390,0.00000,0
0.257,0.0,0.0,0.00,0.280,-0.250,-9.400,0.00000,0
0.267,0.0,0.0,0.00,0.280,-0.250,-9.400,0.00000,0
0.280,0.0,0.0,0.00,0.260,-0.220,-9.420,0.00000,0
0.290,0.0,0.0,0.00,0.260,-0.220,-9.420,0.00000,0
0.300,0.0,0.0,0.00,0.300,-0.300,-9.390,0.00000,0
0.310,0.0,0.0,0.00,0.300,-0.340,-9.450,0.00000,0
0.321,0.0,0.0,0.00,0.380,-0.330,-9.350,0.00000,0
0.334,0.0,0.0,0.00,0.360,-0.340,-9.430,0.00000,0
0.344,0.0,0.0,0.00,0.400,-0.320,-9.370,0.00000,0
0.355,0.0,0.0,0.00,0.400,-0.300,-9.330,0.00000,0
0.365,0.0,0.0,0.00,0.390,-0.260,-9.440,0.00000,0
0.375,0.0,0.0,0.00,0.370,-0.250,-9.360,0.00000,0
0.385,0.0,0.0,0.00,0.330,-0.290,-9.360,0.00000,0
0.395,0.0,0.0,0.00,0.320,-0.280,-9.420,0.00000,0
0.406,0.0,0.0,0.00,0.310,-0.310,-9.400,0.00000,0
0.416,0.0,0.0,0.00,0.310,-0.330,-9.380,0.00000,0
0.426,0.0,0.0,0.00,0.280,-0.350,-9.410,0.00000,0
0.436,0.0,0.0,0.00,0.280,-0.320,-9.440,0.00000,0
0.446,0.0,0.0,0.00,0.320,-0.300,-9.430,0.00000,0
0.456,0.0,0.0,0.00,0.370,-0.230,-9.410,0.00000,0
0.467,0.0,0.0,0.00,0.320,-0.320,-9.370,0.00000,0
0.477,0.0,0.0,0.00,0.360,-0.260,-9.340,0.00000,0
0.487,0.0,0.0,0.00,0.360,-0.290,-9.360,0.00000,0
0.497,0.0,0.0,0.00,0.350,-0.310,-9.410,0.00000,0
0.507,0.0,0.0,0.00,0.330,-0.320,-9.370,0.00000,0
0.518,0.0,0.0,0.00,0.350,-0.280,-9.420,0.00000,0
0.528,0.0,0.0,0.00,0.320,-0.300,-9.400,0.00000,0
0.538,0.0,0.0,0.00,0.300,-0.300,-9.360,0.00000,0
0.548,0.0,0.0,0.00,0.280,-0.290,-9.440,0.00000,0
0.558,0.0,0.0,0.00,0.280,-0.320,-9.450,0.00000,0
0.569,0.0,0.0,0.00,0.330,-0.270,-9.430,0.00000,0
0.579,0.0,0.0,0.00,0.360,-0.280,-9.350,0.00000,0
0.589,0.0,0.0,0.00,0.310,-0.260,-9.350,0.00000,0
0.599,0.0,0.0,0.00,0.350,-0.280,-9.340,0.00000,0
0.609,0.0,0.0,0.00,0.390,-0.250,-9.420,0.00000,0
0.620,0.0,0.0,0.00,0.390,-0.250,-9.440,0.00000,0
0.630,0.0,0.0,0.00,0.350,-0.300,-9.430,0.00000,0
0.641,0.0,0.0,0.00,0.330,-0.290,-9.380,0.00000,0
0.651,0.0,0.0,0.00,0.350,-0.310,-9.390,0.00000,0
0.661,0.0,0.0,0.00,0.320,-0.320,-9.420,0.00000,0
0.671,0.0,0.2,0.04,0.240,-0.330,-9.400,0.00000,0
0.681,0.0,0.2,0.04,0.280,-0.320,-9.450,0.00000,0
0.692,0.0,0.0,0.00,0.260,-0.240,-9.410,0.00000,0
0.702,0.0,0.0,0.00,0.310,-0.310,-9.410,0.00000,0
0.712,0.0,0.0,0.00,0.280,-0.290,-9.370,0.00000,0
0.722,0.0,0.0,0.00,0.330,-0.260,-9.440,0.00000,0
0.732,0.0,0.0,0.00,0.330,-0.260,-9.390,0.00000,0
0.742,0.0,0.0,0.00,0.350,-0.280,-9.350,0.00000,0
0.752,0.0,0.0,0.00,0.370,-0.300,-9.390,0.00000,0
0.763,0.0,0.0,0.00,0.340,-0.320,-9.410,0.00000,0
0.773,0.0,0.0,0.00,0.360,-0.330,-9.410,0.00000,0
0.783,0.0,0.0,0.00,0.330,-0.290,-9.430,0.00000,0
0.793,0.0,0.0,0.00,0.290,-0.260,-9.430,0.00000,0
0.804,0.0,0.0,0.00,0.320,-0.280,-9.360,0.00000,0
0.814,0.0,0.0,0.00,0.320,-0.260,-9.330,0.00000,0
0.824,0.0,0.0,0.00,0.310,-0.290,-9.350,0.00000,0
0.834,0.0,0.0,0.00,0.280,-0.300,-9.430,0.00000,0
0.844,0.0,0.0,0.00,0.280,-0.330,-9.370,0.00000,0
0.854,0.0,0.0,0.00,0.330,-0.280,-9.370,0.00000,0
0.865,0.0,0.0,0.00,0.360,-0.280,-9.350,0.00000,0
0.875,0.0,0.0,0.00,0.320,-0.320,-9.380,0.00000,0
0.885,0.0,0.0,0.00,0.320,-0.250,-9.330,0.00000,0
0.895,0.0,0.2,0.04,0.320,-0.310,-9.410,0.00000,0
0.906,0.0,0.2,0.04,0.380,-0.310,-9.370,0.00000,0
0.916,0.0,0.0,0.00,0.350,-0.290,-9.430,0.00000,0
0.926,0.0,0.0,0.00,0.310,-0.300,-9.420,0.00000,0
0.936,0.0,0.0,0.00,0.300,-0.300,-9.390,0.00000,0
0.947,0.0,0.0,0.00,0.300,-0.310,-9.380,0.00000,0
0.957,0.0,0.0,0.00,0.270,-0.320,-9.350,0.00000,0
0.967,0.0,0.0,0.00,0.270,-0.280,-9.420,0.00000,0
0.977,0.0,0.0,0.00,0.300,-0.310,-9.420,0.00000,0
0.987,0.0,0.0,0.00,0.270,-0.270,-9.350,0.00000,0
0.998,0.0,0.0,0.00,0.310,-0.250,-9.400,0.00000,0
1.008,0.0,0.0,0.00,0.310,-0.300,-9.380,0.00000,0
1.019,0.0,0.0,0.00,0.380,-0.330,-9.410,0.00000,0
1.030,0.0,0.0,0.00,0.390,-0.250,-9.370,0.00000,0
1.040,0.0,0.0,0.00,0.400,-0.280,-9.380,0.00000,0
